$GPRMC,0469.424,4916.45,N,12311.12,E,173.8,5,1252015,004.2,W,*1A
$GPRMC,04610.438,4916.45,N,12311.12,E,173.8,5,1252015,004.2,W,*2F
$GPRMC,04611.452,4916.45,N,12311.12,E,173.8,7,1252015,004.2,W,*20
$GPRMC,04612.465,4916.45,N,12311.12,E,173.8,7,1252015,004.2,W,*27
$GPRMC,04613.479,4916.45,N,12311.12,E,173.8,11,1252015,004.2,W,*1C
$GPRMC,04614.493,4916.45,N,12311.12,E,173.8,11,1252015,004.2,W,*1F
$GPRMC,04615.508,4916.45,N,12311.12,E,173.8,11,1252015,004.2,W,*1D
$GPRMC,04616.522,4916.45,N,12311.12,E,173.8,8,1252015,004.2,W,*2E
$GPRMC,04617.536,4916.45,N,12311.12,E,173.8,8,1252015,004.2,W,*2A
$GPRMC,04618.550,4916.45,N,12311.12,E,173.8,8,1252015,004.2,W,*25
$GPRMC,04619.564,4916.45,N,12311.12,E,173.8,13,1252015,004.2,W,*19
$GPRMC,04620.578,4916.45,N,12311.12,E,173.8,13,1252015,004.2,W,*1E
$GPRMC,04621.592,4916.45,N,12311.12,E,173.8,16,1252015,004.2,W,*1E
$GPRMC,04622.606,4916.45,N,12311.12,E,173.8,18,1252015,004.2,W,*1D
$GPRMC,04623.620,4916.45,N,12311.12,E,173.8,20,1252015,004.2,W,*13
$GPRMC,04624.634,4916.45,N,12311.12,E,173.8,26,1252015,004.2,W,*17
$GPRMC,04625.648,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*13
$GPRMC,04626.662,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*18
$GPRMC,04627.676,4916.45,N,12311.12,E,173.8,29,1252015,004.2,W,*1D
$GPRMC,04628.690,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*13
$GPRMC,04629.704,4916.45,N,12311.12,E,173.8,34,1252015,004.2,W,*1B
$GPRMC,04630.718,4916.45,N,12311.12,E,173.8,36,1252015,004.2,W,*1C
$GPRMC,04631.731,4916.45,N,12311.12,E,173.8,33,1252015,004.2,W,*13
$GPRMC,04632.745,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*11
$GPRMC,04633.760,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*17
$GPRMC,04634.774,4916.45,N,12311.12,E,173.8,29,1252015,004.2,W,*1C
$GPRMC,04635.788,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*1F
$GPRMC,04636.802,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*11
$GPRMC,04637.816,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*15
$GPRMC,04638.830,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*1E
$GPRMC,04639.844,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*1C
$GPRMC,04640.858,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*17
$GPRMC,04641.872,4916.45,N,12311.12,E,173.8,34,1252015,004.2,W,*1B
$GPRMC,04642.886,4916.45,N,12311.12,E,173.8,34,1252015,004.2,W,*13
$GPRMC,04643.900,4916.45,N,12311.12,E,173.8,36,1252015,004.2,W,*1F
$GPRMC,04644.914,4916.45,N,12311.12,E,173.8,38,1252015,004.2,W,*13
$GPRMC,04645.928,4916.45,N,12311.12,E,173.8,39,1252015,004.2,W,*1C
$GPRMC,04646.942,4916.45,N,12311.12,E,173.8,41,1252015,004.2,W,*1C
$GPRMC,04647.956,4916.45,N,12311.12,E,173.8,41,1252015,004.2,W,*18
$GPRMC,04648.971,4916.45,N,12311.12,E,173.8,46,1252015,004.2,W,*15
$GPRMC,04649.984,4916.45,N,12311.12,E,173.8,46,1252015,004.2,W,*1E
$GPRMC,04651.0,4916.45,N,12311.12,E,173.8,44,1252015,004.2,W,*10
$GPRMC,04652.13,4916.45,N,12311.12,E,173.8,44,1252015,004.2,W,*21
$GPRMC,04653.27,4916.45,N,12311.12,E,173.8,42,1252015,004.2,W,*21
$GPRMC,04654.41,4916.45,N,12311.12,E,173.8,33,1252015,004.2,W,*20
$GPRMC,04655.54,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*27
$GPRMC,04656.69,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*2A
$GPRMC,04657.83,4916.45,N,12311.12,E,173.8,29,1252015,004.2,W,*26
$GPRMC,04658.97,4916.45,N,12311.12,E,173.8,28,1252015,004.2,W,*2D
$GPRMC,04659.110,4916.45,N,12311.12,E,173.8,31,1252015,004.2,W,*1A
$GPRMC,0470.125,4916.45,N,12311.12,E,173.8,34,1252015,004.2,W,*24
$GPRMC,0471.139,4916.45,N,12311.12,E,173.8,36,1252015,004.2,W,*2A
$GPRMC,0472.152,4916.45,N,12311.12,E,173.8,41,1252015,004.2,W,*24
$GPRMC,0473.166,4916.45,N,12311.12,E,173.8,42,1252015,004.2,W,*21
$GPRMC,0474.180,4916.45,N,12311.12,E,173.8,42,1252015,004.2,W,*2E
$GPRMC,0475.194,4916.45,N,12311.12,E,173.8,49,1252015,004.2,W,*21
$GPRMC,0476.209,4916.45,N,12311.12,E,173.8,51,1252015,004.2,W,*2C
$GPRMC,0477.222,4916.45,N,12311.12,E,173.8,52,1252015,004.2,W,*27
$GPRMC,0478.237,4916.45,N,12311.12,E,173.8,54,1252015,004.2,W,*2A
$GPRMC,0479.251,4916.45,N,12311.12,E,173.8,54,1252015,004.2,W,*2B
$GPRMC,04710.265,4916.45,N,12311.12,E,173.8,59,1252015,004.2,W,*19
$GPRMC,04711.278,4916.45,N,12311.12,E,173.8,62,1252015,004.2,W,*1C
$GPRMC,04712.292,4916.45,N,12311.12,E,173.8,64,1252015,004.2,W,*1D
$GPRMC,04713.307,4916.45,N,12311.12,E,173.8,65,1252015,004.2,W,*10
$GPRMC,04714.321,4916.45,N,12311.12,E,173.8,70,1252015,004.2,W,*17
$GPRMC,04715.335,4916.45,N,12311.12,E,173.8,72,1252015,004.2,W,*11
$GPRMC,04716.348,4916.45,N,12311.12,E,173.8,73,1252015,004.2,W,*19
$GPRMC,04717.363,4916.45,N,12311.12,E,173.8,75,1252015,004.2,W,*17
$GPRMC,04718.376,4916.45,N,12311.12,E,173.8,80,1252015,004.2,W,*16
$GPRMC,04719.390,4916.45,N,12311.12,E,173.8,83,1252015,004.2,W,*1C
$GPRMC,04720.404,4916.45,N,12311.12,E,173.8,86,1252015,004.2,W,*19
$GPRMC,04721.418,4916.45,N,12311.12,E,173.8,91,1252015,004.2,W,*13
$GPRMC,04722.432,4916.45,N,12311.12,E,173.8,96,1252015,004.2,W,*1F
$GPRMC,04723.446,4916.45,N,12311.12,E,173.8,98,1252015,004.2,W,*13
